num_features,auc_mean,auc_std
1,0.68490212525069649,0.0075171312540458215
6,0.91081935448364493,0.0033554945269854918
11,0.93567018437606131,0.0054717871589406251
16,0.93349295316187564,0.005706544900412642
21,0.94534720389080762,0.0053049843707055292
26,0.94449629952357683,0.0040813181354032299
31,0.96569182568418732,0.0055597501699802716
36,0.9848941709043173,0.003631146488021346
41,0.98839586838466964,0.0025792924080570898
46,0.98890643602811212,0.0025910821930172196
51,0.98940421222321451,0.0025062365194388906
56,0.98948346002813303,0.0024952485027615332
61,0.98919824278861679,0.002408749453903312
66,0.9891206513012093,0.0027885930233617602
71,0.98939048808107111,0.0026077136992385995
76,0.98977407219400027,0.0031338288548492304
81,0.98986418314122826,0.0028941671095838954
86,0.99035346616339393,0.0025731681550203644
91,0.99044823372746571,0.0028755454048026508
96,0.99082394918836936,0.0029006708336946465
101,0.9909871781927424,0.0028970250168775225
106,0.99103095331811919,0.0029411021833621724
111,0.99087914531628618,0.0030073108161308474
116,0.99093402215136739,0.0029795524116343649
121,0.99091595693722256,0.0029785896580309399
126,0.99106999314412247,0.0031880584828522522
131,0.99117851953885183,0.0032270078667171031
136,0.99108089347408646,0.0032413717671383787
141,0.99070861638462215,0.0036822583189443964
146,0.99060889571987776,0.0037812801826905139
151,0.99070596740063155,0.003830004570713752
156,0.99055675001054933,0.0039767303650319399
161,0.99039704420710051,0.0042407284873727056
166,0.99074367588043954,0.0038979294565513645
171,0.99052351051068599,0.0041845725487218138
176,0.99063271437450695,0.004067096952692007
181,0.9906429865573585,0.0038860697110132784
186,0.99081316445533107,0.0038085916950673809
191,0.99070583966487025,0.0038330567877840425
196,0.99077525624812623,0.0041116131352889416
201,0.99097807619067901,0.0039766498745191971
206,0.990876650864145,0.0038717026325016586
211,0.99084009066421241,0.0039960292982771815
216,0.9909889534446833,0.003724895055566859
221,0.99103044015627162,0.0037890872449622397
226,0.9911494235446846,0.0036921329101475106
231,0.99104013179074746,0.0038029501702549636
236,0.99098967530159354,0.0037116485009514749
241,0.99099585779107524,0.0036484313565156514
246,0.99106730526694786,0.0038856076614892264
251,0.99083062545493794,0.004019743155323603
256,0.9911699443185249,0.0039318806467354122
261,0.99121108204298325,0.0039203431010946151
266,0.99116284488822859,0.0037249538075188543
271,0.99118638890525346,0.0035834716434663448
276,0.99126330594246337,0.0039055704171919122
281,0.99134941740904314,0.0037914609157522275
286,0.99109621311352403,0.0039477952048867287
291,0.99134747341933016,0.003777713707471428
296,0.99122776256822265,0.0039915017168988473
301,0.99137788824283846,0.0038872006769286832
306,0.99151268077677801,0.0036418143621056703
311,0.99136840935974624,0.0038126444435323025
316,0.99152526524970508,0.0037642650144620775
321,0.99138596396270506,0.0037768750818129391
326,0.99162996700408856,0.0036453716666812754
331,0.99150159525506854,0.0037591036301203589
336,0.99129991801627226,0.0039714686512035855
341,0.99166326605211852,0.003600795012775106
346,0.99167383587361024,0.0037222215607204939
351,0.9915241186236341,0.0036289026435781914
356,0.99143930542012271,0.003904450058382582
361,0.9915166259066126,0.0039906168675833556
366,0.99152511697874712,0.0037857400009561667
371,0.99158568155747839,0.0037400053103205872
376,0.99162454277306633,0.0036323736087547158
381,0.9918337570549548,0.0036010984804558839
386,0.9915066847869396,0.0036392959659108585
391,0.99155821036105041,0.0036774345217601839
396,0.99181720772752868,0.003397990959437209
401,0.99172890038476924,0.0035970700768601415
406,0.9916602512303837,0.0035356503357084389
411,0.99171739907460632,0.0035995083100965942
416,0.99159736947373089,0.0038177885739035882
421,0.99182140089317072,0.0034456847498528127
426,0.99170507406900976,0.0036917554656560941
431,0.99158290821805206,0.0036175613356723485
436,0.99156020920677768,0.0037060002430576067
441,0.99169397686743932,0.0036706220806123919
446,0.99173415254660335,0.0035504801627518454
451,0.99177529253783092,0.0034679628344946611
456,0.99171683047055126,0.0034533391708684307
461,0.99165285861088748,0.003746388993364044
466,0.99162581129024652,0.0037435009869552626
471,0.99176221615899518,0.003704313591262106
476,0.99176965044924936,0.003576382902169278
481,0.99197240764679129,0.0036600485889350704
486,0.99188910894954074,0.003522095873512866
491,0.99187719724181322,0.0034701843489601146
496,0.99166955700340087,0.0035388652107709259
501,0.991670688231437,0.0034772345855988841
506,0.99184172717516395,0.0034420897517081382
511,0.99179914096121147,0.0036746059248461754
516,0.99195424034411361,0.0036146687805801198
521,0.9916278858482197,0.0036952298665722913
526,0.99192581376965927,0.003593965151869593
